name,lat,lon,O+,A+,B+,AB+,O-,A-,B-,AB-,expiry_dates
District Hospital Blood Bank Bagalkot,16.165011,75.660812,1,1,4,4,1,1,5,3,"['2025-11-01', '2025-11-15']"
M/s. Vijay Mahant Blood Bank,0.0,0.0,3,6,2,1,3,2,5,6,"['2025-10-27', '2025-11-19']"
Mounesh Hospital&#39;s The Jhamkandi Blood Bank,0.0,0.0,6,4,2,4,5,1,2,3,"['2025-11-05', '2025-11-18']"
Ramanagoudar Hospital Blood Bank,15.364709,75.123955,1,1,3,3,5,1,5,4,"['2025-11-08', '2025-11-15']"
M/s. Sai Aadhar Hospital Blood Bank,16.325218,75.289397,6,5,4,3,1,6,2,1,"['2025-10-31', '2025-11-11']"
K.L.E.Society & Medical Research Centre Blood Bank,15.887919,74.519593,5,6,3,3,1,1,1,6,"['2025-10-28', '2025-11-17']"
Belgaum Blood Bank and Diagnostic Laboratory,15.860356,74.512478,2,4,5,1,4,5,3,1,"['2025-10-31', '2025-11-10']"
District Hospital Blood Bank,15.86908,74.510438,2,5,4,5,1,6,5,1,"['2025-11-07', '2025-11-15']"
Shree Mahaveer Blood Bank,15.854367,74.511233,2,2,5,2,1,6,1,2,"['2025-11-02', '2025-11-12']"
M/s. Sri Sai Blood Bank,15.833587,74.526571,6,1,2,5,6,4,1,3,"['2025-10-28', '2025-11-18']"
Rotary Charitable Trust Blood Bank,16.160173,74.812128,3,5,3,4,3,2,1,5,"['2025-10-31', '2025-11-20']"
Rotary Seva Sangh Blood Bank,16.160405,74.81216,3,5,6,3,6,2,4,2,"['2025-10-28', '2025-11-16']"
Medical College Hospital Blood Bank,15.154334,76.896594,1,4,4,6,6,5,1,3,"['2025-10-29', '2025-11-21']"
District Hospital Blood Bank Bellary,0.0,0.0,4,4,4,2,5,5,6,4,"['2025-11-03', '2025-11-13']"
Swamy Vivekananda Charitable Blood Bank,0.0,0.0,4,1,1,1,2,5,2,3,"['2025-10-28', '2025-11-21']"
Smt. Vasantidevi Baldota Blood Bank,0.0,0.0,1,6,2,3,6,6,5,5,"['2025-10-31', '2025-11-10']"
Chiranjeevi Blood Bank,0.0,0.0,2,3,1,3,2,5,5,6,"['2025-11-02', '2025-11-19']"
M/s. Sri Siddartha Medical College Hospital Blood Bank,13.160791,77.323405,2,3,1,6,6,6,2,1,"['2025-10-26', '2025-11-15']"
MVJ Medical College and Research Hospital Blood Bank,13.077457,77.811502,6,1,3,1,2,5,1,4,"['2025-10-29', '2025-11-20']"
BGS Global Hospitals Blood Bank,12.911276,77.486216,5,3,4,2,2,1,2,2,"['2025-10-30', '2025-11-23']"
Harsha Hospital Blood Bank,13.097983,77.38581,1,6,5,4,5,4,4,4,"['2025-10-30', '2025-11-13']"
Narayana Hrudayalaya Blood Bank,12.80927,77.695173,4,6,5,4,6,1,1,5,"['2025-11-07', '2025-11-19']"
Government Haji Sir Ismail Sait Gosha Hospital Blood Bank,12.987532,77.604913,4,3,6,5,3,2,4,1,"['2025-11-04', '2025-11-14']"
Swamy Vivekananda Voluntary Blood Bank,12.9649846,77.589012,4,5,6,1,3,4,3,1,"['2025-10-31', '2025-11-17']"
M/s. Aster CMI Hospital Blood Bank,13.054677,77.592504,2,2,4,6,2,2,4,4,"['2025-10-27', '2025-11-10']"
M/s. East Point Hospital Blood Bank Virgonagar,13.053662,77.717912,5,5,5,2,4,1,4,1,"['2025-11-01', '2025-11-14']"
Unique Blood Bank & Diagnostic Centre,12.965837,77.576262,1,4,1,5,6,2,1,3,"['2025-11-01', '2025-11-19']"
SHUSHRUTHA VOLUNTARY BLOOD BANK,12.9978842,77.5411603,2,3,3,1,1,3,3,4,"['2025-10-29', '2025-11-09']"
Bengaluru Blood Bank and Diagnostic Laboratory,12.998074,77.571614,6,1,2,5,5,3,5,2,"['2025-11-05', '2025-11-09']"
Bengaluru Rotary TTK Medical Service Trust Blood Bank,12.99807,77.580434,4,5,1,1,2,6,5,1,"['2025-11-04', '2025-11-09']"
KIMS Hospital Blood Bank,12.956353,77.574114,1,5,5,2,4,3,4,6,"['2025-10-28', '2025-11-14']"
Bangalore Baptist Hospital Blood Bank,13.035289,77.589935,5,6,2,4,2,4,5,4,"['2025-11-04', '2025-11-10']"
Sanjaya Gandhi Accident Hospital and Research Institute Blood Bank,12.935769,77.593859,1,5,5,2,3,2,2,3,"['2025-11-05', '2025-11-10']"
Victoria Hospital Blood Bank,12.963399,77.573818,1,5,3,5,4,1,4,1,"['2025-10-29', '2025-11-11']"
M. S. Ramaiah Medical Teaching Hospital Blood Bank,13.030487,77.566648,1,2,2,1,3,1,4,1,"['2025-11-06', '2025-11-20']"
Saint Martha&#39;s Hospital Blood Bank,12.970679,77.586085,6,1,5,6,3,2,6,5,"['2025-10-27', '2025-11-18']"
Kidwai Memorial Institute of Oncology Blood Bank,12.93759,77.598537,1,1,5,5,1,6,4,4,"['2025-11-03', '2025-11-15']"
Transfusion Medicine Centre Blood Bank,12.94039,77.59883,5,1,6,2,2,6,6,1,"['2025-11-06', '2025-11-23']"
St. John&#39;s Medical College Blood Bank,12.929482,77.620182,6,1,3,4,3,3,1,6,"['2025-11-02', '2025-11-11']"
Mallya Hospital Blood Bank,12.968063,77.595068,3,3,2,1,2,2,2,4,"['2025-11-02', '2025-11-13']"
Hindustan Aeronautics Limited - HAL Hospital Blood Bank ,12.962447,77.665284,5,2,2,2,6,6,6,1,"['2025-11-01', '2025-11-13']"
Saint Philomena Blood Bank,12.965428,77.610476,2,1,5,1,1,5,6,5,"['2025-10-31', '2025-11-12']"
K. C. General Hospital Blood Bank,12.996389,77.56931,3,2,1,6,1,5,2,6,"['2025-11-01', '2025-11-10']"
Command Hospital Blood Bank Air Force,12.963321,77.62882,1,2,1,5,5,3,3,4,"['2025-11-06', '2025-11-16']"
E.S.I.Hospital Blood Bank,12.990775,77.553498,5,2,1,2,1,5,4,5,"['2025-11-06', '2025-11-14']"
Rashtrotthana Blood Bank,12.954814,77.565362,1,2,1,6,5,1,2,5,"['2025-11-05', '2025-11-22']"
Dr. B. R.Ambedkar Medical College Hospital Blood Bank,13.025275,77.614217,6,2,1,5,4,6,4,6,"['2025-11-01', '2025-11-10']"
Hosmat Hospital Unit of Phisicare Services Private Limited Blood Bank,12.969035,77.61346,4,3,1,6,2,6,4,5,"['2025-10-27', '2025-11-11']"
Grace Blood Bank and Laboratory,13.026155,77.588859,3,3,4,5,4,4,4,3,"['2025-11-08', '2025-11-19']"
Sri Sathya Sai Institute of Higher Medical Sciences Blood Bank,12.981135,77.729224,5,1,3,2,1,4,6,4,"['2025-10-29', '2025-11-15']"
Navarang Blood Bank,12.9982,77.551623,6,3,5,3,3,6,6,1,"['2025-10-25', '2025-11-23']"
Bangalore Lions Service Trust - Lions Blood Bank,12.989645,77.592754,6,3,3,3,6,2,5,1,"['2025-10-29', '2025-11-11']"
Sri Jayadeva Institute of Cardiology Blood Bank,12.917957,77.599329,2,4,5,4,4,1,6,5,"['2025-11-02', '2025-11-10']"
Vydehi Institute of Medical Science Hospital Blood Bank,12.975378,77.72927,4,2,5,4,1,2,2,4,"['2025-11-03', '2025-11-12']"
Akshay Voluntary Blood Bank,12.989853,77.552805,6,4,5,3,6,1,5,4,"['2025-10-29', '2025-11-12']"
Bowring and Lady Curzon Hospitals Blood Bank,12.982165,77.604276,4,4,6,6,3,5,1,4,"['2025-11-01', '2025-11-22']"
Kempegowda Medical Service Trust - Millennium Blood Bank,13.019584,77.557981,1,2,5,6,6,3,5,2,"['2025-10-31', '2025-11-13']"
S. K. Voluntary Blood Bank,12.974445,77.549288,2,3,6,5,1,2,4,6,"['2025-10-25', '2025-11-23']"
Indira Gandhi Child Institute of Health Blood Bank,12.937319,77.592016,2,1,2,4,2,4,5,5,"['2025-11-04', '2025-11-20']"
Rajarajeshwari Medical College Hospital Blood Bank,12.896508,77.46166,2,4,5,4,3,3,3,5,"['2025-10-31', '2025-11-22']"
Sanjeevini Trust Jayanagar Voluntary Blood Bank,12.9157415,77.5909561,3,4,5,2,1,1,4,4,"['2025-11-08', '2025-11-22']"
Sri Vinayaka Charitable Trust  Jeeva Voluntary Blood Bank,12.961633,77.571067,1,4,1,1,4,3,4,1,"['2025-11-04', '2025-11-18']"
Indian Red Cross Society - Karnataka Red Cross Blood Bank,12.984218,77.578831,3,2,1,2,6,1,3,1,"['2025-10-29', '2025-11-15']"
Apollo Hospitals (Imperial Cancer Hospital and Research Centre) Blood Bank,12.89643,77.598015,5,5,4,5,3,2,2,6,"['2025-10-28', '2025-11-11']"
Vijayanagar Hospital Blood Bank,12.969227,77.536519,4,1,5,2,5,2,3,4,"['2025-10-31', '2025-11-11']"
Bangalore Institute of Oncology Blood Bank,12.964273,77.589629,4,5,4,3,6,5,4,4,"['2025-11-01', '2025-11-17']"
Ocean Blood Bank,12.982018,77.604484,3,1,3,1,2,6,6,4,"['2025-10-28', '2025-11-11']"
Rotary K. R. Hospital Blood Bank,12.941937,77.553588,4,3,5,6,4,1,6,1,"['2025-10-28', '2025-11-12']"
Veerayoga Institute of Medical Sciences Speciality Hospitals Blood Bank,12.948331,77.699554,2,4,5,3,3,5,6,6,"['2025-11-05', '2025-11-12']"
Columbia Asia Referral Hospital Blood Bank,13.014167,77.556035,2,6,2,5,1,4,3,5,"['2025-11-06', '2025-11-18']"
Sagar Hospital Blood Bank,12.907709,77.565114,2,1,3,3,5,4,4,6,"['2025-10-26', '2025-11-21']"
Fortis Hospital Private Limited Blood Bank,12.89453,77.598902,1,5,1,3,5,5,3,3,"['2025-11-02', '2025-11-23']"
Fortis Hospital Private Limited Blood Bank,12.988216,77.594232,4,5,3,3,5,2,6,1,"['2025-10-30', '2025-11-11']"
Sagar Hospital Blood Bank,12.928003,77.599598,2,1,5,4,3,6,6,6,"['2025-11-07', '2025-11-14']"
Manipal Hospital Transfusion Services Blood Bank,12.958758,77.6491,2,4,6,1,6,5,3,2,"['2025-10-26', '2025-11-13']"
Yashomathi Medicare and Research Centre Private Limited Blood Bank,12.955719,77.711256,3,5,1,6,5,1,2,6,"['2025-11-07', '2025-11-14']"
Life Care Voluntary Blood Bank,12.92837,77.581654,4,6,1,6,1,5,3,6,"['2025-10-28', '2025-11-13']"
The Oxford Medical College Hospital Blood Bank and Research Centre,12.787186,77.756942,5,4,4,5,2,2,2,3,"['2025-10-31', '2025-11-11']"
Sakra World Hospital Blood Bank,12.932125,77.685263,6,2,2,2,2,6,3,5,"['2025-11-06', '2025-11-15']"
Dr.Rajkumar (Appaji) Blood Bank,12.967558,77.589363,1,1,4,5,6,6,5,2,"['2025-10-28', '2025-11-09']"
Sri Shankara Cancer Hospital and Research Centre Blood Bank,12.954575,77.571128,1,5,4,6,6,6,5,1,"['2025-11-01', '2025-11-20']"
Mediscope Blood Bank,12.999478,77.616872,2,2,6,4,4,6,6,6,"['2025-10-31', '2025-11-23']"
Sapthagiri Hospital Blood Bank,13.070573,77.50228,5,4,1,4,2,5,5,5,"['2025-11-05', '2025-11-09']"
The District Surgeon District Hospital Blood Bank,17.918098,77.515003,5,2,5,2,5,4,4,2,"['2025-10-29', '2025-11-14']"
District Hospital Blood Bank Bijapur,16.828098,75.691713,6,2,3,6,4,6,5,6,"['2025-10-28', '2025-11-20']"
B.L.D.E. Association&#39;s Medical College & Reserch Centre Blood Bank,16.845101,75.710641,4,5,3,3,6,6,1,4,"['2025-11-08', '2025-11-16']"
Lions Blood Bank,16.827207,75.725839,2,3,5,2,5,1,4,6,"['2025-11-01', '2025-11-10']"
Dr. B. N. M. Rural Ayurvedic Medical College and Hospital Blood Bank,16.8301759,75.7078424,4,5,4,2,3,1,1,1,"['2025-10-28', '2025-11-11']"
Al-Ameen Medical College Hospital Blood Bank,16.825058,75.669209,1,4,2,3,1,1,3,6,"['2025-10-30', '2025-11-18']"
GMETS Dr. Goudars Blood Bank,16.828072,75.709979,2,4,2,1,1,3,3,6,"['2025-11-06', '2025-11-17']"
District Hospital Blood Bank Chamarajanagar,11.926773,76.941473,1,5,2,2,6,1,3,4,"['2025-10-27', '2025-11-15']"
Holy Cross Hospital Blood Bank,12.12938,77.233586,5,2,3,3,5,5,2,1,"['2025-11-04', '2025-11-12']"
Indian Red Cross Society Blood Bank Chikkaballapur,13.438043,77.72929,4,3,4,1,2,2,6,4,"['2025-10-28', '2025-11-20']"
Mallegowda District Hospital Blood Bank,13.218016,75.251826,1,5,1,3,6,4,6,3,"['2025-10-31', '2025-11-14']"
Holy Cross Hospital Blood Bank,13.338634,75.80355,4,1,3,2,5,4,2,3,"['2025-10-28', '2025-11-20']"
Sharada Dhanvantari Charitable Hospital Blood Bank,13.428948,75.254286,6,1,4,5,4,6,4,1,"['2025-10-28', '2025-11-22']"
District Hospital Blood Bank Chitradurga,14.220818,76.4065,4,3,4,1,4,3,3,2,"['2025-11-04', '2025-11-16']"
SJM Blood Bank Basaveshwara Medical College Hospital and Research Centre,14.239807,76.388943,2,5,2,4,3,4,3,6,"['2025-11-01', '2025-11-19']"
Vasavi Blood Bank,14.229572,76.409483,3,1,6,3,2,2,5,5,"['2025-11-06', '2025-11-19']"
Jyothi Hospital Blood Bank,12.991208,75.288255,3,5,1,5,5,6,5,2,"['2025-11-06', '2025-11-14']"
M/s. Indian Red Cross Society Blood Bank,13.628482,74.690683,3,2,3,2,5,6,5,6,"['2025-11-05', '2025-11-20']"
Fr. Mullers Charitable Instituitions Blood Bank,12.866805,74.85933,6,5,3,2,6,5,6,3,"['2025-10-28', '2025-11-18']"
City Hospital Research and Diagnostic Centre Blood Bank,12.87963,74.853044,2,3,2,3,5,5,4,5,"['2025-10-28', '2025-11-10']"
The District Surgeon - Wenlock District Hospital Blood Bank,12.867384,74.843132,4,1,3,6,6,6,6,6,"['2025-11-06', '2025-11-22']"
Yenepoya Medical College Blood Bank,12.81194,74.881231,5,1,2,1,6,6,1,1,"['2025-10-27', '2025-11-18']"
A. J. Hospital and Research Centre Blood Bank,12.899478,74.845975,3,3,5,6,3,6,2,1,"['2025-11-05', '2025-11-11']"
KMC University Medical Centre Blood Bank,12.870434,74.844505,1,1,5,2,6,4,1,4,"['2025-10-27', '2025-11-23']"
Srinivasa Institute of Medical Sciences and Research Centre Blood Bank,13.021405,74.792037,1,2,6,3,1,5,6,5,"['2025-11-05', '2025-11-11']"
 M/s. Tejasvini Hospital Lions Blood Bank,12.880334,74.853689,4,1,2,1,2,2,2,5,"['2025-10-27', '2025-11-16']"
Indian Red Cross Society Blood Bank Mangalore,12.864857,74.83818,3,2,3,4,3,6,5,1,"['2025-11-05', '2025-11-17']"
Nitte University Blood Bank,12.807444,74.888332,2,2,5,3,2,6,6,4,"['2025-11-06', '2025-11-16']"
M/s. Kanachur Hospital & Research Centre Blood Bank,12.803421,74.898097,5,4,1,1,5,6,5,6,"['2025-11-05', '2025-11-20']"
Rotary Campco Blood Bank,12.760706,75.198947,6,4,3,2,2,4,1,3,"['2025-10-30', '2025-11-09']"
General Hospital Blood Bank Puttur,12.758344,75.200313,4,4,3,6,2,5,4,2,"['2025-10-25', '2025-11-14']"
K. V. G Medical College Hospital Blood Bank,12.55332,75.384249,1,4,2,6,5,4,2,5,"['2025-10-31', '2025-11-22']"
Chigateri District Hospital Blood Bank,14.456165,75.916182,4,1,3,4,1,3,5,4,"['2025-11-08', '2025-11-09']"
Bapuji Hospital Blood Bank,14.4588202,75.9167473,5,3,1,6,5,2,5,2,"['2025-10-28', '2025-11-10']"
Davangere Blood Bank,14.459198,75.915238,5,1,4,6,2,1,4,6,"['2025-10-28', '2025-11-22']"
Bapuji Educational Association S. S. Institute of Medical Sciences and Research Hospital Blood Bank,14.430349,75.942694,4,5,5,5,5,3,3,4,"['2025-11-02', '2025-11-18']"
Karnataka Hemophillia Society Life Line Blood Bank,14.457405,75.902533,2,1,5,1,3,4,4,1,"['2025-10-27', '2025-11-09']"
INDIAN RED CROSS SOCIETY,14.475314,75.909787,3,2,4,5,2,3,6,1,"['2025-11-05', '2025-11-22']"
Rotary Club Dharwad Mid Town Charitable Trust - Rotary Blood Bank,15.46373,74.969829,1,4,3,4,4,4,5,2,"['2025-10-26', '2025-11-10']"
District Hospital Blood Bank Dharwad,15.46473,75.010366,5,2,3,2,1,6,3,6,"['2025-11-05', '2025-11-19']"
SDM College of Medical Sciences and Hospital Blood Bank,15.417904,75.050162,2,3,5,2,3,3,5,1,"['2025-11-02', '2025-11-20']"
Karnataka Medical College Hospital Blood Bank,15.3669,75.128266,3,2,3,1,3,3,4,3,"['2025-10-31', '2025-11-22']"
M. R. Diagnostic Research Centre and Blood Bank,15.364705,75.123954,3,2,3,6,4,4,3,2,"['2025-10-29', '2025-11-15']"
The Karnataka Cancer Therapy and Research Institute Smt. Valbai N. Dharamsey Blood Bank,15.36472,75.123954,1,5,3,5,2,5,5,3,"['2025-10-31', '2025-11-15']"
Jeevanavar Blood Bank,15.353643,75.130587,4,3,2,1,2,1,6,4,"['2025-10-26', '2025-11-15']"
Hubli Lions Blood Bank,15.354562,75.135566,3,4,3,5,1,4,6,2,"['2025-10-27', '2025-11-12']"
Sha Damji Jadavji Chheda Memorial Rashtrotthana Blood Bank,15.3534025,75.1348707,1,2,4,2,4,2,1,4,"['2025-11-06', '2025-11-13']"
Life Line 24x7 Blood Bank,15.35144,75.117758,2,6,2,5,3,1,3,2,"['2025-11-02', '2025-11-12']"
M/s. Suchirayu Healthcare Limited Blood Bank,15.3526453,75.1155103,2,4,3,5,5,6,6,1,"['2025-11-01', '2025-11-16']"
IMA Blood Bank,15.436162,75.637616,6,4,4,5,4,4,6,3,"['2025-10-29', '2025-11-09']"
Gadag Institute of Medical Sciences & District Hospital Blood Bank,15.380961,75.600802,1,4,3,5,5,2,4,3,"['2025-10-29', '2025-11-09']"
Sri. Chamarajendra District Hospital Blood Bank,13.004537,76.103797,5,5,5,4,3,2,6,1,"['2025-11-08', '2025-11-18']"
Jeeva Raksha Blood Bank,13.0032624,76.0975902,5,3,5,1,1,6,4,6,"['2025-10-25', '2025-11-20']"
Manjunath Orthopaedic and Trauma Centre Hospital Blood Bank,13.0080708,76.1016262,3,2,6,1,4,4,3,4,"['2025-10-26', '2025-11-13']"
District Hospital Blood Bank Haveri,14.785408,75.403059,5,5,4,6,4,1,6,6,"['2025-10-25', '2025-11-10']"
HKES Blood Bank Organisation,17.328385,76.844483,3,1,4,4,2,2,3,1,"['2025-11-05', '2025-11-19']"
District Hospital Blood Bank,17.328685,76.840743,4,5,1,4,6,3,3,2,"['2025-11-05', '2025-11-15']"
Health Care Blood Bank,17.3353831,76.8361997,2,1,6,5,5,5,4,3,"['2025-11-03', '2025-11-09']"
Khaja Banda Nawaz Teaching and General Hospital Blood Bank,17.352728,76.853237,3,1,6,6,3,5,3,5,"['2025-10-27', '2025-11-22']"
M/s. Vaatsalya Life Hospitals Navajeeva Blood Bank,17.328477,76.847911,4,3,1,5,4,2,3,2,"['2025-11-06', '2025-11-21']"
M/s. Medicare Multispeciality Hospital Blood Bank,17.337775,76.844343,4,4,3,3,6,6,5,6,"['2025-10-26', '2025-11-20']"
District Hospital Blood Bank,12.418764,75.742555,1,1,1,4,1,3,1,2,"['2025-10-28', '2025-11-10']"
Sambrama Institute of Medical Sciences & Research Hospital Blood Bank,12.996519,78.240449,3,1,2,2,5,4,6,2,"['2025-11-04', '2025-11-19']"
General Hospital Robertson Peth Blood Bank,12.953386,78.271285,1,2,2,5,1,5,2,4,"['2025-10-31', '2025-11-14']"
S.N.R. District Hospital Blood Bank,13.129255,78.13435,6,5,4,4,5,5,2,2,"['2025-11-04', '2025-11-20']"
BEML Medical Centre Bharat Earth Movers Limited Blood Bank,12.983949,78.237201,1,4,1,5,6,5,3,5,"['2025-10-28', '2025-11-20']"
R. L. Jalappa Hospital and Research Centre Blood Bank,13.131674,78.173061,2,2,6,2,1,2,6,6,"['2025-10-29', '2025-11-11']"
Gopi Blood Bank,15.4345687,76.5018267,1,6,5,4,1,3,4,4,"['2025-10-29', '2025-11-18']"
Indian Red Cross Koppal District Branch Blood Bank,15.419164,76.138152,2,5,3,4,1,1,3,2,"['2025-10-28', '2025-11-18']"
Adichunchanagiri Hospital and Research Centre Blood Bank,12.966319,76.721027,6,1,6,2,2,2,5,6,"['2025-11-08', '2025-11-23']"
District Hospital Blood Bank Mandya,12.4279555,76.7010341,5,4,2,5,1,5,2,1,"['2025-10-30', '2025-11-22']"
MDC Voluntary Blood Bank,12.52027,76.899169,2,4,4,5,5,4,5,3,"['2025-11-07', '2025-11-16']"
Vikarm Hospital Blood Bank,12.525089,76.8982,4,3,2,1,1,4,3,5,"['2025-10-28', '2025-11-17']"
Holdsworth Memorial Mission Hospital Blood Bank,12.316416,76.650574,2,3,5,4,6,2,4,3,"['2025-11-02', '2025-11-19']"
Bassappa Memorial Hospital Blood Bank,12.320811,76.62005,6,3,6,6,4,5,4,3,"['2025-11-02', '2025-11-15']"
B. G. S. Apollo Hospital Blood Bank,12.29573,76.632061,3,4,2,5,2,6,2,1,"['2025-11-05', '2025-11-20']"
Vikram Hospital and Heart Centre Blood Bank,12.32354,76.638119,3,3,6,4,5,4,3,5,"['2025-10-28', '2025-11-12']"
Rotary Mysore Chandrakala Hospital Blood Bank,12.325868,76.619519,5,6,5,5,2,6,1,3,"['2025-10-27', '2025-11-16']"
Jeevadhara Voluntary Blood Bank ,12.315731,76.65103,4,5,2,2,4,2,6,4,"['2025-11-06', '2025-11-18']"
Nuveen Medical Relief and research Foundation Blood Bank,12.3410708,76.6531589,4,2,4,6,2,1,3,4,"['2025-11-04', '2025-11-18']"
Cauvery Hospital Blood Bank,12.30509,76.695813,6,2,3,4,2,1,4,2,"['2025-11-06', '2025-11-19']"
Kamakshi Hospital Blood Bank,12.299739,76.623762,5,3,5,4,3,5,6,4,"['2025-11-04', '2025-11-12']"
Narayana Hrudayalaya - Surgical Hospital Private Limited Blood Bank,12.345086,76.673031,6,1,5,6,4,2,3,1,"['2025-10-28', '2025-11-19']"
J. S. S. Hospital Blood Bank,12.29521,76.65607,2,5,5,1,2,1,5,5,"['2025-10-25', '2025-11-15']"
K. R. Hospital Blood Bank,12.313101,76.649573,5,6,3,4,3,6,2,6,"['2025-10-28', '2025-11-18']"
Railway Hospital Blood Bank,12.325712,76.635623,2,2,6,3,1,2,1,6,"['2025-10-26', '2025-11-21']"
Hutti Gold Hospital Blood Bank,16.196412,76.653027,5,1,4,4,1,4,2,2,"['2025-11-04', '2025-11-20']"
Indian Medical Association Blood Bank,12.960041,77.57296,3,5,1,2,4,1,3,1,"['2025-11-03', '2025-11-17']"
Navodaya Medical College Hospital and Research Centre Blood Bank,16.184331,77.368042,5,2,2,6,4,1,3,3,"['2025-10-30', '2025-11-15']"
Raichur Institute of Medical Sciences Teaching Hospital (RIMS) Blood Bank,16.229892,77.35936,2,6,6,2,6,4,5,4,"['2025-11-03', '2025-11-14']"
Sri Shakti Blood Bank,15.7687772,76.7638445,5,2,6,5,4,6,4,1,"['2025-11-07', '2025-11-18']"
M/S Indian Red Cross Society,12.5418511,77.3404064,4,1,2,5,4,4,2,6,"['2025-11-03', '2025-11-13']"
Jeevadhara Blood Bank,13.844738,75.710033,6,6,6,2,2,2,1,1,"['2025-11-04', '2025-11-11']"
VISL Hospital Blood Bank,13.83034,75.690275,6,5,5,6,2,6,2,1,"['2025-10-30', '2025-11-14']"
McGann Hospital Blood Bank,13.935689,75.562968,3,2,2,1,4,6,2,1,"['2025-10-31', '2025-11-22']"
Shimoga Mid Town Rotary Charity Foundation Blood Bank,13.94626,75.57832,5,6,1,6,3,4,3,5,"['2025-10-31', '2025-11-15']"
Subbaiah Medical College Blood Bank,13.932932,75.617172,3,3,3,1,2,5,3,5,"['2025-10-27', '2025-11-16']"
M/s. Sahyadri Narayana Multispeciality Hospital Blood Bank,13.908068,75.560375,4,5,5,2,2,6,6,5,"['2025-11-05', '2025-11-11']"
Red Cross Sanjeevini Blood Bank,13.933868,75.57183,1,1,2,4,1,2,3,4,"['2025-10-31', '2025-11-17']"
Sri Sidhartha Medical College Blood Bank,13.346024,77.057009,5,6,5,5,5,4,5,6,"['2025-11-06', '2025-11-19']"
District Hospital Blood Bank Tumkur,13.339661,77.098414,3,3,4,5,5,5,3,1,"['2025-11-08', '2025-11-10']"
J.C. Voluntary Blood Bank,13.337779,77.11681,6,2,5,4,1,6,5,6,"['2025-10-28', '2025-11-15']"
Vijaya Hospital Blood Bank,13.332531,77.096051,2,2,2,2,5,6,1,1,"['2025-10-30', '2025-11-23']"
Rotary Tumkur Central Belli Blood Bank,13.3415593,77.1031786,6,3,4,3,3,2,4,3,"['2025-11-04', '2025-11-15']"
Sri Shridevi Charitable Trust - Sreedevi Institute of Medical Sciences & Research Hospital Blood Bank,13.376281,77.096987,3,2,5,6,5,6,2,1,"['2025-11-08', '2025-11-09']"
Kasturba Hospital Blood Bank,13.353846,74.789057,3,1,5,1,3,5,1,5,"['2025-11-07', '2025-11-12']"
District Hospital Blood Bank Udupi,13.334045,74.742105,4,6,6,5,3,2,5,3,"['2025-10-29', '2025-11-19']"
K. L. E. Society Blood Bank,14.661796,74.309805,1,1,6,3,1,2,5,3,"['2025-10-31', '2025-11-22']"
District Hospital Blood Bank Karwar,14.817283,74.12968,2,5,1,5,6,4,3,5,"['2025-11-02', '2025-11-11']"
Pandit General Hospital Blood Bank,14.32773,74.491531,3,5,6,1,3,5,2,5,"['2025-10-30', '2025-11-21']"
The Uttara Kannada Blood Bank and Health Services Society,14.4292776,74.4024452,4,5,1,2,1,1,4,3,"['2025-10-25', '2025-11-10']"
Shripad Hegde Kadave Institute of Medical Sciences Blood Bank,14.632385,74.848338,4,6,6,6,3,6,3,5,"['2025-10-26', '2025-11-19']"
M/s. Indian Red Cross Society Blood Bank Yadgir,16.752789,77.138698,1,4,5,2,2,5,4,2,"['2025-10-28', '2025-11-12']"
K. V. M. Hospital Blood Bank,9.667112,76.339569,1,5,4,2,2,6,5,3,"['2025-10-31', '2025-11-20']"
Woman and Child Hospital Blood Bank,9.4637103,76.3702515,4,2,2,1,5,4,1,1,"['2025-10-31', '2025-11-18']"
Central Travancore Specialist Hospital Limited Blood Bank,0.0,0.0,4,1,2,1,3,4,2,5,"['2025-10-29', '2025-11-21']"
M/s. Sanjivani Multispeciality Hospital Blood Bank,9.259447,76.596252,6,6,1,3,2,1,4,2,"['2025-11-03', '2025-11-12']"
Century Hospital Blood Bank,9.304895,76.63545,5,4,1,5,4,5,1,2,"['2025-10-30', '2025-11-22']"
Sacred Heart Hospital Blood Bank,9.662125,76.338902,4,5,6,2,6,1,1,3,"['2025-11-05', '2025-11-14']"
V. S. M. Hospital Blood Bank,9.247819,76.521093,5,5,6,5,5,6,2,5,"['2025-11-05', '2025-11-22']"
Chitra Hospital Blood Bank,0.0,0.0,5,4,6,4,2,3,5,5,"['2025-10-28', '2025-11-15']"
T. D. Medical College Hospital Blood Bank Alappuzha ,9.416254,76.347601,2,1,4,1,2,4,1,2,"['2025-11-04', '2025-11-09']"
M/s. Rajagiri Healthcare and Education Trust Blood Bank,10.087575,76.388062,4,1,1,4,3,6,4,4,"['2025-11-01', '2025-11-15']"
Regional Blood Transfusion Centre - District Hospital,10.105151,76.355191,6,3,3,1,2,6,1,1,"['2025-11-04', '2025-11-11']"
Carmel Hospital Blood Bank,10.090627,76.362146,4,6,1,5,3,5,6,5,"['2025-10-25', '2025-11-14']"
